STATE,CITY,STANDARD_TZ,DAYLIGHT_TZ,UTC_STANDARD,UTC_DAYLIGHT,START_DAYLIGHT,END_DAYLIGHT
AL,Fayette,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Fellowship,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Fernbank,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Fishhead,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Fitzpatrick,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Five Points",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Flat Rock",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Flomaton,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Florala,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Florence,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Foley,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Forest Home",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Forestdale,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Forester Chapel",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Forkland,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Fort Davis",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Fort Deposit",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Fort Mc Clellan",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Fort Mitchell",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
AL,"Fort Payne",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Fort Rucker",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Fosters,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Fountain,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Franklin,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Frankville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Frisco City",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Fruitdale,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Fruithurst,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Fulton,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Fulton Springs",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Fultondale,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Furman,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Fyffe,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Gadsden,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Gainestown,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Gainesville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Gallant,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Gallion,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Gantt,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Garden City",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Gardendale,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Gateswood,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Gaylesville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Geiger,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Geneva,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Georgetown,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Georgiana,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Geraldine,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Gibsonville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Gilbertown,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Glen Allen",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Glen City",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Glencoe,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Glenwood,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Goldville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Goodsprings,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Goodwater,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Goodway,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Gordo,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Gordon,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Goshen,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Gosport,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Grady,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Graham,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Grand Bay",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Grangeburg,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Grant,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Gravleeton,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Grayson,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Grayson Valley",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Graysville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Green Pond",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Greensboro,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Greenville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Grimes,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Grove Hill",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Groveoak,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Guin,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Gulf Crest",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Gulf Shores",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Guntersville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Gurley,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hackleburg,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hacoda,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Haleburg,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Haleyville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hamilton,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hammondville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Hampton Cove",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hanceville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hardaway,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Harkins Crossroads",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Harpersville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Harrisburg,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hartford,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hartselle,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Harvest,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hatchechubbee,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Havana,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hawk,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hawthorn,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hayden,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hayneville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Haywood,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Hazel Green",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Headland,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Healing Springs",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Heflin,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Helena,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Henagar,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Heron Bay",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Higdon,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Highbluff,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Highland,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Highland Home",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Highland Lake",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hightower,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hillsboro,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hodges,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hodgesville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Hokes Bluff",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hollins,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Hollis Crossroads",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Holly Pond",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hollytree,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hollywood,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Holman Station",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Holt,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Holy Trinity",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Homewood,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Honoraville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Hoods Crossroads",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hoover,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Hope Hull",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hopewell,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Horton,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Houston,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hueytown,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Huffman,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Huggers Landing",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Huntsville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hurtsboro,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Huxford,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hybart,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Hytop,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Idaho,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Ider,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Indian Springs",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Irondale,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Irvington,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Ivalee,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Jachin,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Jack,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Jackson,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Jacksons Gap",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Jacksonville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Jasper,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Jefferson,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Jefferson Park",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Jemison,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Jones,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Joppa,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Josephine,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Kansas,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Keego,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Kellerman,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Kelly Springs",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Kellyton,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Kennedy,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Kent,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Killen,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Kimberly,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Kingville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Kinsey,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Kinston,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Knoxville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Koenton,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Laceys Spring",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Lafayette,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Lake View",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Lanett,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
AL,Langdale,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Langston,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Lapine,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Lavaca,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Lawley,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Lawrenceville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Leeds,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Leesburg,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Leighton,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Lemoyne,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Lenox,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Leroy,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Lester,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Letohatchee,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Level Plains",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Levelroad,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Lexington,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Liberty Highlands",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Libertyville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Lillian,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Lincoln,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Linden,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Lineville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Lisman,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Little Brooklyn",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Little River",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Livingston,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Loachapoka,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Lockhart,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Locust Fork",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Logan,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Louisville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Lower Peach Tree",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Lowndesboro,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Loxley,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Luverne,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Lynn,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Macedonia,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Madison,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Madrid,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Magazine,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Magnolia,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Magnolia Springs",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Malcolm,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Malone,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Malvern,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Maplesville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Marbury,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Margaret,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Marion,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Marion Junction",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Marvel,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Mathews,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Maylene,CST,CDT,"UTC - 6h","UTC - 5h",May-12-2017,May-5-2017
AL,Maytown,CST,CDT,"UTC - 6h","UTC - 5h",May-12-2017,May-5-2017
AL,"Mc Calla",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Mc Intosh",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Mc Kenzie",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Mc Shan",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Mc Williams",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,McCullough,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,McKenzie,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,McMullen,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Megargel,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Mellow Valley",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Melvin,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Mentone,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Meridianville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Mexia,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Midfield,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Midland City",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Midway,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Miflin,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Millbrook,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Millers Ferry",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Millerville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Millport,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Millry,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Minter,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Mobile,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Mon Louis",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Monroeville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Montevallo,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Montgomery,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Montrose,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Moody,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Mooresville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Morris,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Morvin,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Motley,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Moulton,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Moundville,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Mount Hebron",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Mount Hope",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Mount Meigs",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Mount Olive",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Mount Vernon",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Mountain Brook",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Mountain Creek",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Mulga,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Munford,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Muscadine,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Muscle Shoals",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Myrtlewood,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Nanafalia,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"Natural Bridge",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Nauvoo,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Needham,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"New Brockton",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"New Castle",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"New Hope",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,"New Market",CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Newbern,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
AL,Newell,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
